ИНН из файла,Тип найденного клиента из КС,Название из КС,ИНН из КС,КПП из КС,СЦ по продукту Контур-Экстерн,СЦ по РАР,Статус,Регион СЦ,Горе,,,,
5033010187,Есть в КС,"Общество с ограниченной ответственностью Гостиница ""ОЗЕРЫ""",5033010187,503301001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,нет,нет,77,обработан,5033010187503301001,,,
5034005888,Есть в КС,"ООО ""Селдон-Маркет""",5034005888,503401001,"0895 ООО ""Кауфман  Романов и партнеры""",нет,нет,77,не обработан,5034005888503401001,,,
5034010020,Есть в КС,"Общество с Ограниченной Ответственностью ""Магазин № 121""",5034010020,503401001,"0227 ООО фирма ""НЭРТИС""",нет,нет,50,не обработан,5034010020503401001,,,
5034012973,Есть в КС,"Общество с ограниченной ответственностью "" Ранюша""",5034012973,503401001,"0227 ООО фирма ""НЭРТИС""",нет,нет,50,не обработан,5034012973503401001,,,
5034013046,Есть в КС,"ООО ""Кафе Мадона""",5034013046,503401001,"0227 ООО фирма ""НЭРТИС""",нет,нет,50,не обработан,5034013046503401001,,,
5034013991,Есть в КС,ООО Весна,5034013991,503401001,"0227 ООО фирма ""НЭРТИС""",нет,нет,50,не обработан,5034013991503401001,,,
5034014120,Есть в КС,"ООО ""МАТАДОР""",5034014120,503401001,"0227 ООО фирма ""НЭРТИС""",нет,нет,50,обработан,5034014120503401001,,,
5034014963,Есть в КС,"ООО ""Закат2""",5034014963,503401001,"0227 ООО фирма ""НЭРТИС""",нет,нет,50,не обработан,5034014963503401001,,,
5034015068,Есть в КС,"ООО ""ГРАНАТ""",5034015068,503401001,"0944 ООО ""Архив неактивных абонентов""",нет,нет,77,не обработан,5034015068503401001,,,
5034022724,Есть в КС,"ООО ""Валентина""",5034022724,503401001,"0135 ООО ""Правовой Налоговый Консультант""",нет,нет,50,обработан,5034022724503401001,,,
5034023333,Есть в КС,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧАРОИД""",5034023333,503401001,"0227 ООО фирма ""НЭРТИС""",нет,нет,50,не обработан,5034023333503401001,,,
5034023510,Есть в КС,"ООО ""БорисовА.Ю.""",5034023510,503401001,"0227 ООО фирма ""НЭРТИС""",нет,нет,50,не обработан,5034023510503401001,,,
5034024168,Есть в КС,"ООО ""ПЛУТОН""",5034024168,503401001,"0227 ООО фирма ""НЭРТИС""",нет,нет,50,обработан,5034024168503401001,,,
5034024182,Есть в КС,"ООО ""Настенька+Архаровы"" ",5034024182,503401001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,оплачен,77,не обработан,5034024182503401001,,,
5034024383,Есть в КС,"ООО ""Золотая подкова""",5034024383,503401001,0221 ООО «КМЦ Баланс-Информ»,0221 ООО «КМЦ Баланс-Информ»,оплачен,50,не обработан,5034024383503401001,,,
5034024859,Есть в КС,"Общество с ограниченной ответственностью ""Слада""",5034024859,503401001,"0227 ООО фирма ""НЭРТИС""",нет,нет,50,не обработан,5034024859503401001,,,
5034025475,Есть в КС,"ООО ""Люкс""",5034025475,503401001,0165 ЗАО «Расчетный Центр «Практик»,нет,нет,77,не обработан,5034025475503401001,,,
5034025676,Есть в КС,"ООО "" СТАНДАРТ """,5034025676,503401001,"0227 ООО фирма ""НЭРТИС""",нет,нет,50,не обработан,5034025676503401001,,,
5034026013,Есть в КС,"ООО ""Александра 2""",5034026013,503401001,"0227 ООО фирма ""НЭРТИС""",нет,нет,50,обработан,5034026013503401001,,,
5034026045,Есть в КС,"Общество с ограниченной ответственностью ""Радуга """,5034026045,503401001,"0227 ООО фирма ""НЭРТИС""",нет,нет,50,не обработан,5034026045503401001,,,
5034026341,Есть в КС,"Общество с ограниченной ответственностью ""Макаров""",5034026341,503401001,"0227 ООО фирма ""НЭРТИС""",нет,нет,50,не обработан,5034026341503401001,,,
5034026687,Есть в КС,"Общество с ограниченной ответственностью ""КАЛИНА""",5034026687,503401001,"0227 ООО фирма ""НЭРТИС""","0227 ООО фирма ""НЭРТИС""",оплачен,50,не обработан,5034026687503401001,,,
5034029656,Есть в КС,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИАЛ""",5034029656,503401001,"0227 ООО фирма ""НЭРТИС""","0227 ООО фирма ""НЭРТИС""",оплачен,50,не обработан,5034029656503401001,,,
5034030549,Есть в КС,"Общество с ограниченной ответственностью ""ДАРОС""",5034030549,503401001,"0227 ООО фирма ""НЭРТИС""",нет,нет,50,не обработан,5034030549503401001,,,
5034039118,Есть в КС,"Общество с ограниченной ответственностью ""Магазин ""Никольский",5034039118,503401001,"0227 ООО фирма ""НЭРТИС""",нет,нет,50,не обработан,5034039118503401001,,,
5034040963,Есть в КС,"Общество с ограниченной ответственностью ""ОЗИРИС""",5034040963,503401001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,нет,нет,77,обработан,5034040963503401001,,,
5034041484,Есть в КС,"Общество с ограниченной ответственностью ""Егор""",5034041484,503401001,"0227 ООО фирма ""НЭРТИС""",нет,нет,50,не обработан,5034041484503401001,,,
5035000890,Есть в КС,"ООО ""Гном""",5035000890,503501001,"0227 ООО фирма ""НЭРТИС""","0227 ООО фирма ""НЭРТИС""",оплачен,50,не обработан,5035000890503501001,,,
5035001090,Есть в КС,"ООО ""Береника""",5035001090,503501001,"0227 ООО фирма ""НЭРТИС""","0227 ООО фирма ""НЭРТИС""",оплачен,50,не обработан,5035001090503501001,,,
5035001660,Есть в КС,Павлово Посадское районное потребительское общество,5035001660,503501001,"0227 ООО фирма ""НЭРТИС""",нет,нет,50,обработан,5035001660503501001,,,
5035001847,Есть в КС,"Общество с ограниченной ответственностью ""Ландыш""",5035001847,503501001,"0227 ООО фирма ""НЭРТИС""",нет,нет,50,не обработан,5035001847503501001,,,
5035002086,Есть в КС,ООО  КОРВЕТ,5035002086,503501001,"0227 ООО фирма ""НЭРТИС""",нет,нет,50,обработан,5035002086503501001,,,
5035003890,Есть в КС,"Общество с ограниченной ответственностью ""МЭЛ""",5035003890,503501001,"0227 ООО фирма ""НЭРТИС""","0227 ООО фирма ""НЭРТИС""",оплачен,50,не обработан,5035003890503501001,,,
5035005224,Есть в КС,ООО «САМАТ»,5035005224,503501001,"0227 ООО фирма ""НЭРТИС""",0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,оплачен,50,обработан,5035005224503501001,,,
