№ п/п,Наименование организации,ИНН организации,ОГРН организации,Адрес места нахождения организации (юридический адрес),Адрес осуществления вида деятельности ,Регистраци-онный номер организации Серия лицензии Номер лицензии,"Дата выдачи лицензии (месяц, число, год)","Дата окончания действия лицензии (месяц, число, год)",Продленна лицензия,Основание и дата переоформления лицензии,"Дата приоста-новления действия лицензии (месяц, число, год)","Дата возобно-вления действия лицензии (месяц, число, год)","Дата прекра-щения действия лицензии (месяц, число, год)","Дата аннули-рования (месяц, число, год)",Дата прове-дения последней проверки,Примечание
,"ООО ""Кредо Плюс""",6730079639,1086731014996,"214015, Смоленская область, г. Смоленск, ул. Мало-Краснофлотская, д. 29, 9","214031, Смоленская область, г. Смоленск, ул. Индустриальная, д. 9 (закусочная), без ограничений",№ 1745                Г 301862,19 ноября 2008,19 ноября 2013,,,,,,,,
,,,,,"214031, Смоленская область, г. Смоленск, ул. Фрунзе, д. 22 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214000, Смоленская область, г. Смоленск, кул. Тухачевского, д. 8 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214012, Смоленская область, г. Смоленск, ул. 12 лет Октября, д. 9-б (магазин), без ограничений",,,,,23 сентября        включение объекта,,,,,,
,,,,,"214036, Смоленская область, г. Смоленск, ул. Рыленкова, д. 57 (магазин ""Алко Хаус""), без ограничений",,,,,23 сентября        включение объекта,,,,,,
454,"ООО ""Минерал Транс Компани""",6729006467,1086731011190,"214014, Смоленская область, г. Смоленск, ул. Твардовского, д.2","214031, Смоленская область, пр-т Строителей, д. 4/2 (магазин), без ограничений",№ 1918              Г 301838                 ( Г 301878)                         ,24 сентября 2010,24 сентября 2012,,,,,,,,
,,,,,"214031, Смоленская область,ул. Рыленкова, д. 61-а (магазин), без ограничений",,,,,,,,,,,
,,,,,"214020, Смоленская область,ул. Ломоносова, д. 23 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214013, Смоленская область,ул. Матросова, д. 9 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214012, Смоленская область,ул.Кашена д. 1-а (магазин), без ограничений",,,,,,,,,,,
,,,,,"214004, Смоленская область,ул.Багратиона, д. 7 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214028, Смоленская область,улКловская, д. 56 (магазин), без ограничений",,,,,,,,,,,
,,,,,"215800, Смоленская область, г. Ярцево, ул. Советская, д. 12 (магазин), без ограничений",,,,,,,,,,,
,,,,,"216500, Смоленская область, г. Рославль, 34 мкр., д. 3 (магазин), без ограничений",,,,,,,,,,,
,,,,,"216491, Смоленская область, Починовский район, дер. Шаталово, 405 во 1-е, д. 405/а  (магазин), без ограничений",,,,,,,,,,,
,,,,,"214020, Смоленская область,ул. Попова, д. 84  (магазин), без ограничений",,,,,11 ноября 2011                      включение объекта                   ,,,,,,
,,,,,"214530, Смоленская область, Смоленский район, с. Печерск, ул. Минская, д. 27 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214020, Смоленская область, г. Смоленск, ул. Попова, д. 74 (магазин)",,,,,22 декабря 2011      исключение объекта,,,,,,
455,"ООО ""Идея-67""",6732028189,1116732014794,"214030, Смоленская область, г. Смоленск, ул. Марины Расковой, д. 1/1","214018, Смоленская область, г. Смоленск, ул. Раевского, д. 10 (магазин), без ограничений",№ 2082   Г 301869,23 декабря 2011,по 23 декабря 2012,,,,,,,,
,,,,,"214019, Смоленская область, г. Смоленск, ул. Крупской, д. 43 (магазин), без ограничений",,,,,,,,,,,
456,"ООО ""Йоко""",6732025406,1116732012000,"214018, Смоленская область, г. Смоленск, ул. Николаева, д. 3","214018, Смоленская область, г. Смоленск, ул. Николаева, д. 3 (суши-бар), без ограничений",№2083                  Г 301872,23 декабря 2011,до 23 декабря 2016,,,,,,,,
457,"ООО ""Венго-67""",6732032139,1116732018963,"214011, Смоленская область, г. Смоленск, ул. Автозаводская, д. 27-а, кв. 42","214012, Смоленская область, г. Смоленск, ул. Витебское шоссе, д. 4 (магазин), без ограничений",№ 2091                Г 301902,30 декабря 2011,до 30 декабря 2014,,,,,,,,
458,"ООО ""Ганеша""",6732029545,1116732016158,"214014, Смоленская область, г. Смоленск, ул. Твардовского, д. 22-б, кв. 78","214020, Смоленская область, г. Смоленск, ул. Шевченко, д. 78-а (магазин), без ограничений",№2089                    Г 301899,29 декабря 2011,до 29 декабря 2012,,,,,,,,
459,"ООО "" Токио ресторантс""",6729044448,1086731007747,"214000, Смоленская область, г. Смоленск, ул. Островского, д. 6, кв.44","214000, Смоленская область, г. Смоленск, ул. Большая Советская, д.20 (закусочная), без ограничений",№ 2094                  Г 302000,18 января 2012,до 18 января 2014,,,,,,,,
460,"ООО ""Винотека""",6732030999,1116732017764,"214025, Смоленская область, г. Смоленск, ул. Багратиона, д. 20, кв. 36","214004, Смоленская область, г. Смоленск, ул. Оршанская, д. 13 (магазин), без огрничений",№ 2095                  Г 301975,18 января 2012,до 18 января 2013,,,,,,,,
461,"ООО ""Стопка""",6731080394,1106731003136,"214036, Смоленская область, г. Смоленск, ул. Рыленкова, д. 34, кв.37","214004, Смоленская область, г. Смоленск, ул. Оршанская, д. 17-а (магазин), без ограничений",№ 1929               Б 005484,08 ноября 2010,по 08 ноября 2012,,,,,,,,
,,,,,"214001, Смоленская область, г. Смоленск, ул. Ново-ленинградская, д. 11 (магазин),без ограничений",,,,,,,,,,,
,,,,,"214031, Смоленская область, г. Смоленск, пр-т Строителей, д. 10 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214027, Смоленская область, г. Смоленск. Ул. Лавочкина, д. 54 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214012, Смоленская область, г. Смоленск, ул. Кашена, д. 11 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214000, Смоленская область, г. Смоленск, ул. Коммунистическая, д. 17 (магазин), без ограничений",,,,,,,,,,,
,,,,,"216500, Смоленская область, г. Рославль, ул. Советская, д. 53, Универсальный рынок (торговое место), без ограничений",,,,,30 мая 2011                 включение объекта,,,,,,
462,"ООО ""Фора-авто""",6729035482,1066731106540,"214020, Смоленская область, г. Смоленск, ул. Попова, д. 26, кв. 18","214018, Смоленская область, г. Смоленск, пр-т Гагарина, д. 12/1 (бар), без ограничений",№ 1250                 Г 254894               (Б 005228),11 августа 2006,11 августа 2011,до 12 августа 2012,,,,,,,
463,"ООО ""Интеллект-капитал""",6729038733,1076731004646,"214004, Смоленская область, г. Смоленск, ул. Кирова, д.28","214004, Смоленская область, г. Смоленск, ул. Кирова, д.28 (супермаркет ""Второй дом"") без ограничений",№ 1503                                Г 679630,07 июня 2007,07 июня 2012,,,,,,,,
,,,,,"214034, Смоленская область, г. Смоленск,микрорайон Гнездово, ул. Щорса, д. 1 (супермаркет) без ограничений",,,,,,,,,,,
,,,,,"214025, Смоленская область, г. Смоленск,ул. Нахимова, д. 14 (супермаркет ""Второй дом) без ограничений",,,,,,,,,,,
,,,,,"215100, Смоленская область, г.Вязьма, ул. Строителей, д. 8 (супермаркет) без ограничений",,,,,,,,,,,
,,,,,"214025, Смоленская область, г. Смоленск,ул. Н. Неман, д.31, (супермаркет) без ограничений",,,,,,,,,,,
,,,,,"216500, Смоленская область, г.Рославль, ул. Смоленская, д. 80-а (магазин) без ограничений",,,,,,,,,,,
,,,,,"214000, Смоленская область, г. Смоленск,ул. Октябрьской революции, д. 12 (магазин) без ограничений",,,,,,,,,,,
,,,,,"214000, Смоленская область, г. Смоленск,ул. Б. Советская, д. 19/2 (супермаркет ""Второй дом) без ограничений",,,,,,,,,,,
,,,,,"214018, Смоленская область, г. Смоленск,ул. Раевского, д. 4 (супермаркет ""Второй дом) без ограничений",,,,,,,,,,,
,,,,,"216030, Смоленская область,Смоленский район, п. Печерск, ул. Минская, д. 27(супермаркет ""Второй дом) без ограничений",,,,,,,,,,,
,,,,,"2140119, Смоленская область, г. Смоленск,ул. Крупской, д. 43 (магазин) без ограничений",,,,,,,,,,,
,,,,,"214001, Смоленская область, г. Смоленск,ул. 2-я Садовая, д. 2  (магазин) без ограничений",,,,,,,,,,,
464,"ООО ""ЛАНА""",6730079692,1086731015788,"214004, Смоленская область, г. Смоленск, ул. Окт. Революции, д. 13, кв.42","                                                               1814/1-214000, г. Смоленск, ул. Соболева, остановка ""ул. Соболева"" (киоск), до 15 %.",№ 1814                  Б 005082,21 января 2009,21 января 2014,,,,,,,,
,,,,,"                                                              1814/2-214006, г. Смоленск, ул. Губенко, д. 2  (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                            1814/3-214031, г. Смоленск, пересечение ул. Рыленкова- ул. 25 Сентября (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                                1814/4-214027, г. Смоленск, ул. Лавочкина, д. 43 (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                                1814/5-214027, г. Смоленск, ул. Лавочкина, в районе  д. 72 (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                              1814/6-215810, г. Ярцево, ул. Пугачева,  д. 1 (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                            1814/7-215810, г. Ярцево, ул. Ольховская (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                               1814/8-214031, г. Смоленск, ул. Крупской, ост. ""Медгородок"" (киоск), до 15 %.",,,,,,,,,,,
,,,,,"03.04.2009 г                                                                 1814/9-214031, г. Смоленск, ул. Генерала Городнынского, у магазина ""Подсолнух"" (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                               1814/10-214006, г. Смоленск, ул. Островского, ост. ""ул. Юрьева"" (киоск), до 15 %. ",,,,,,,,,,,
,,,,,"                                                               1814/11-214012, г. Смоленск, ул. Фрунзе, ост. ""ул. Кутузова"" (киоск), до 15 %. ",,,,,,,,,,,
,,,,,"                                                           1814/12-214039, г. Смоленск, ул. Гризодубовой, у д. 2 (киоск), до 15 %. ",,,,,,,,,,,
,,,,,"                                                                1814/13-214012, г. Смоленск, пл. Желябова (киоск), до 15 %. ",,,,,,,,,,,
,,,,,"                                                                1814/14-215810, г. Ярцево, ул. Металлургов, ост. ""Рынок"" (киоск), до 15 %. ",,,,,,,,,,,
,,,,,"27.04.2009 г                                                                 1814/15-215810, г. Ярцево, ул. Энтузиастов, в районе д. 25 (киоск), до 15 %. ",,,,,,,,,,,
,,,,,"27.04.2009 г                                                                 1814/16-215810, г. Ярцево, ул. М. Горького, в районе д. 55 (киоск), до 15 %. ",,,,,,,,,,,
,,,,,"15.09.2009 г                                                                 1814/17-214012, г. Смоленск, ул. 12 лет Октября, трамвайная остановка ""Фрунзе"" (киоск), до 15 %. ",,,,,,,,,,,
,,,,,"                                                                1814/18-214012, г. Смоленск, ул. Фрунзе, напротив магазина № 6 (киоск), до 15 %. ",,,,,,,,,,,
,,,,,"                                                               1814/19-214027, г. Смоленск, ул. Лавочкина, д. 54-а (магазин), без ограничений. ",,,,,,,,,,,
465,"ООО ""Лаваш-1""",6730080095,1086731016712,"214030. Смоленская область, г. Смоленск, Краснинское шоссе, д. 27","216580, Смоленская область, с. Ершичи, ул. Понятовская, д. 13 (магазин), без ограничений",№ 1837                                    Б 005109                    ( Б 0044815),31 марта 2011,31 марта 2014,,,,,,,,
,,,,,"                                                                       216550, пгт. Шумячи, ул. Советская (магазин), без ограничений.",,,,,,,,,,,
,,,,,"                                                                         216320, с. Глинка, ул. Ленина, д. 23 (магазин), без ограничений.",,,,,,,,,,,
,,,,," 216330, г. Ельня, ул. Ленина, д. 8 (магазин), без ограничений.",,,,,,,,,,,
,,,,,"215850, п. Кардымово, ул. Школьная, д. 19 (магазин), без ограничений.",,,,,,,,,,,
,,,,," 216600, Починковский район, п. Стодолище, ул. Ленина (магазин), без ограничений.",,,,,,,,,,,
,,,,," 216600, г. Починок, ул. Октябрьская, д. 16 (магазин), без ограничений.",,,,,,,,,,,
,,,,," 216600, Починковский район, д. Шаталово (магазин), без ограничений.",,,,,,,,,,,
,,,,,"214030, Смоленская область, г. Смоленск, ул. Марины Расковой, около дома №7 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214027, Смоленская область, г. Смоленск, ул. Лавочкина, д. 54 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214020, Смоленская область, г. Смоленск, ул. Попова, д. 44 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214025, Смоленская область, г. Смоленск, ул. Багратиона около д. №7 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214020, Смоленская область, г. Смоленск, ул. Петра Алексеева (магазин), без ограничений",,,,,,,,,,,
,,,,,"214025, Смоленская область, г. Смоленск, ул. Шевченко, д. 61 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214030, Смоленская область, г. Смоленск, Краснинское шоссе, д. 29 (магазин), без ограничений",,,,,01 июня 2011          включение объекта,,,,,,
466,"ОАО "" Смоленскоблгаз""",6731011930,1026701455329,"214019, Смоленская область, г. Смоленск, Трамвайный проезд, д. 10","                                                 
1640/1 - 214019, г. Смоленск, Трамвайный проезд, д. 8 (кафе), без ограничений.",№ 1640                Г 679659,23 февраля 2008,23 февраля 2013,,,,,,,,
,,,,,"                                                
1640/2 - 214032, г. Смоленск, ул. Лавочкина, д. 101 (кафе), без ограничений.",,,,,,,,,,,
,,,,,"                                               
1640/3 - 214022, г. Смоленск, Красный Бор (кафе), без ограничений.",,,,,,,,,,,
,,,,,"                                              
1640/4 - 214022, г. Рославль, Астапковичский переезд, д. 1 (кафе ""Микешино поле""), без ограничений.",,,,,,,,,,,
,,,,,"                                                 
1640/5 - 216470, Починковский район, п. Стодолище, ул. Мичурина (кафе), без ограничений.",,,,,,,,,,,
467,"ООО ""ТД Фортуна-Смоленск""",6729021930,1036758303570,"214001, Смоленская область, г. Смоленск, ул. Кашена, д. 6-а","
1439/1 -  215110, г. Вязьма, Дворцовый переулок, д. 1, помещение 6 (склад-магазин), без ограничений",№ 1439                                                        Г 679424,17 февраля 2007,по 17 февраля 2012,,,,,,,,
,,,,,"
1439/2 -  215506, г. Сафоново, 2-й микрорайон, д. 7 (магазин), без ограничений",,,,,,,,,,,
,,,,,"
1439/3 -  216500, г. Рославль, ул. Карла Маркса, д. 81 (магазин), без ограничений",,,,,,,,,,,
,,,,,"
1439/4 -  216500, г. Рославль, ул. Товарная, д. 17 (магазин), без ограничений",,,,,,,,,,,
,,,,,"
1439/5 -  215800, г. Ярцево, ул. Студенческая, строение 21 (склад-магазин), без ограничений",,,,,,,,,,,
,,,,,".
1439/6 -  215800, г. Ярцево, ул. Ольховская (киоск ""Флинт""), до 15 %",,,,,,,,,,,
,,,,,"
1439/7 -  215800, г. Ярцево, пр-т. Металлургов, в районе остановки ""Рынок"", д. 56 (киоск), до 15 %",,,,,,,,,,,
,,,,,"
1439/8 -  215800, г. Ярцево, ул. Пугачева, в районе общежития № 1 (киоск), до 15 %",,,,,,,,,,,
,,,,,"
1439/9 -  215506, г. Сафоново, ул. Советская, д. 47, строение 8 (склад-магазин), без ограничений",,,,,,,,,,,
,,,,,"
1439/10 -  215119, г. Вязьма, ул. Парковая, д. 2 (магазин), без ограничений",,,,,,,,,,,
,,,,,"
1439/11 -  215800, г. Ярцево, ул. Энтузиастов, в районе дома № 25 (киоск),до 15 %",,,,,,,,,,,
,,,,,"
1439/12 -  215800, г. Ярцево, ул. М. Горького, в районе магазина ""Центральный"" (киоск), до 15 %",,,,,,,,,,,
,,,,,"
1439/13 -  215113, г. Вязьма, ул. Панино, 2/2 (склад), без ограничений",,,,,,,,,,,
,,,,,"
1439/14 -  214012, г. Смоленск, ул. Кашена, 2 (склад), без ограничений",,,,,,,,,,,
468,"ООО ""Прайд""",6730035092,1026701437674,"214000, Смоленская область, г. Смоленск, ул. Дзержинского, д. 8, кв. 10","                                                  
1545/1 - 214012, г. Смоленск, ул. Ново-Ленинградская, д. 7 (магазин), без ограничений",№ 1545                Г 679545,17 августа 2007,по 17 августа 2012,,,,,,,,
,,,,,"                                                          
1545/2 - 214000, г. Смоленск, ул. Тухачевского, д. 3 (магазин), без ограничений",,,,,,,,,,,
,,,,,"                                                     
1545/3 - 214031, г. Смоленск, ул. Индустриальная, д. 2 (магазин), без ограничений",,,,,,,,,,,
,,,,,"                                                   
1545/4 - 214009, г. Смоленск, микрорайон Южный, д. 29-а (магазин), без ограничений",,,,,,,,,,,
,,,,,"                                                   
1545/5 - 216400, г. Десногорск, 1-й микрорайон (павильон № 171), без ограничений",,,,,,,,,,,
,,,,,"                                                    
1545/6 - 216400, г. Десногорск, 3-й микрорайон (павильон № 18 ""Алла""), без ограничений",,,,,,,,,,,
,,,,,"                                               
1545/7 - 216400, г. Десногорск, 1-й микрорайон (павильон № 174 ""У клена""), без ограничений",,,,,,,,,,,
,,,,,"                                                      
1545/8 - 216400, Рославльский район, п. Екимовичи, ул. Большая Советская (торговый павильон ""Карина""), без ограничений",,,,,,,,,,,
469,"ООО "" Интерфинанс""",7708555404,1057746406343,"214013, Смоленская область, г. Смоленск, ул. Кирова, 15","                                                 
1429/1 - 214013, г. Смоленск, ул. Кирова, д. 15 (универсам ""ДИКСИ""), без ограничений.",№ 1429                                  Г 679474,03 мая 2007,по 22 января 2012,,,,,,,,
,,,,,"                                                  
1429/2 - 214013, г. Смоленск, ул. Кирова, д. 41 (универсам ""ДИКСИ"") без ограничений.",,,,,,,,,,,
,,,,,"                                              
1429/3 - 214031, г. Смоленск, ул. 25 Сентября, д. 60 (универсам ""ДИКСИ""), без ограничений.",,,,,,,,,,,
,,,,,"                                                    
1429/4 - 214036, г. Смоленск, ул. Рыленкова, д. 17 (универсам ""ДИКСИ"") без ограничений.",,,,,,,,,,,
,,,,,"                                                
1429/5 - 214036, г. Смоленск, ул. Шевченко, д. 82 (универсам ""ДИКСИ""), без ограничений.",,,,,,,,,,,
,,,,,"                                              
1429/6 - 214025, г. Смоленск, ул. Н. Неман, д. 26 (универсам ""ДИКСИ""), без ограничений.",,,,,,,,,,,
,,,,,"                                                   
1429/7 - 215800, г. Ярцево, переулок Базарный, д. 7-а (универсам ""ДИКСИ""), без ограничений.",,,,,,,,,,,
470,"ООО ""Виктория""",6731071865,1086731015690,"214031, Смоленская область, г. Смоленск, ул. Индустриальная, д. 4","                                                               1811/1-214030, г. Смоленск, ул. Н.Неман, в районе ДК Шарм (киоск), до 15 %.",№ 1811                   Б 005079,21 января 2009,21 января 2014,,,,,,,,
,,,,,"                                                              1811/2-214031, г. Смоленск, ул. Соколовского, д. 13  (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                             1811/3-214018, г. Смоленск, ул. Кирова, остановка ""Физ. институт"" у д. 38  (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                             1811/4-214038, г. Смоленск, ул. Кловская, д. 13  (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                              1811/5-214018, г. Смоленск, ул. Кирова, д. 43  (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                               1811/6-214015, г. Смоленск, ул. Мало Краснофлотская, остановка ""Сельхозтехникум""   (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                             1811/7-214038, г. Смоленск, ул. Кловская, остановка ""Автотранспортный колледж"" , у д. 1  (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                            1811/8-214004, г. Смоленск, ул. Багратиона, остановка ""Камерный театр""  (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                            1811/9-214036, г. Смоленск, ул. Рыленкова, остановка ""Аркада плюс"" у д. 51 (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                            1811/10-214004, г. Смоленск, пересечение ул. Николаенва - ул. Октябрьской революции (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                             1811/11-214031, г. Смоленск, ул. 25 Сентября, д. 44 (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                             1811/12-214004, г. Смоленск, ул. Николаева, у д. 19 (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                              1811/13-214004, г. Смоленск, ул. Николаева, ост ""ул. М. Росковой"" (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                               1811/14-214014, г. Смоленск, ул. Чаплина, ост (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                             1811/15-214018, г. Смоленск, пр-т. Гагарина, ост ""кинотеатр ""Современник"" (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                             1811/16-214030, г. Смоленск, ул. Н. Неман, у д. 1 (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                             1811/17-214018, г. Смоленск, пр-т. Гагарин, ост.  ""Физинститут"" (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                               1811/18-214013, г. Смоленск, ул. Кирова, д. 19-б, микрорынок ""Центральный"" (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                             1811/19-214004, г. Смоленск, ул. Николаева, д. 18, рынок ""Николаевский"" (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                                1811/20-214031, г. Смоленск, ул. Рыленкова, ост. ""Поликлиника"" (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                                 1811/21-214036, г. Смоленск, ул. П.Алексеева, ост. ""36 -е отделение связи"" (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                               1811/22-214036, г. Смоленск, ул. П.Алексеева, напротив рынка  ""Киселёвский"" (киоск), до 15 %.",,,,,,,,,,,
,,,,,"                                                               1811/23-214020, г. Смоленск, ул. Шевченко, ост. ""Учебный комбинат"" (киоск), до 15 %.",,,,,,,,,,,
471,"ООО ""Дельфа""",6731071872,1086731015689,"214031, Смоленская область, г. Смоленск, ул. Индустриальная, д. 4","                                                              1813/1-214012, г. Смоленск, пересечение ул. Свердлова и ул. Заводская (киоск), 15 %.",№ 1813                              Б 005081,21 января 2009,21 января 2014,,,,,,,,
,,,,,"                                                               1813/2-214000, г. Смоленск, ул. Б. Советская, в районе гос. Смоленск (киоск), 15 %.",,,,,,,,,,,
,,,,,"                                                                1813/3-214000, г. Смоленск, ул. Б. Советская, остановка ул. Тухачевского (киоск), 15 %.",,,,,,,,,,,
,,,,,"                                                                1813/4-214004, г. Смоленск, ул. Николаева, д. 4 (киоск), 15 %.",,,,,,,,,,,
,,,,,"                                                             1813/5-214016, г. Смоленск, ул. Шейна, ост. Шейновка (киоск), 15 %.",,,,,,,,,,,
,,,,,"                                                              1813/6-214000, г. Смоленск, пересечение ул. Ленина и ул. Маяковского (киоск), 15 %.",,,,,,,,,,,
,,,,,"                                                               1813/7-214000, г. Смоленск, пл. Смирнова, в районе кинотеатра ""Октябрь"" (киоск), 15 %.",,,,,,,,,,,
,,,,,"                                                              1813/8-214011, г. Смоленск, ул. Автозаводская, между д. 29-31 (киоск), 15 %.",,,,,,,,,,,
,,,,,"                                                              1813/9-214000, г. Смоленск, пл. Смирнова, ост. ""кинотеатр ""Октябрь"" (киоск), 15 %.",,,,,,,,,,,
,,,,,"                                                               1813/10-214031, г. Смоленск, ул. Рыленкова, ост. ""8-ой микрорайон"" (киоск), 15 %.",,,,,,,,,,,
,,,,,"                                                               1813/11-214025, г. Смоленск, пересечение ул. Нарвская-Багратиона, у д. 8/1 (киоск), 15 %.",,,,,,,,,,,
,,,,,"                                                              1813/12-214011, г. Смоленск, ул. Автозаводская, у д. 21 (киоск), 15 %.",,,,,,,,,,,
,,,,,"                                                                1813/13-214000, г. Смоленск, ул. Ново-Московская, остановка  (киоск), 15 %.",,,,,,,,,,,
,,,,,"                                                               1813/14-214006, г. Смоленск, ул. Кутузова, у д. 9 (киоск), 15 %.",,,,,,,,,,,
,,,,,"                                                                1813/15-214000, г. Смоленск, ул. Октябрьской революции, у поликлиники УВД (киоск), 15 %.",,,,,,,,,,,
472,"ООО ""Торговый дом СМ-Маркет""",6731043868,1036758325273,"214012, Смоленская область, г. Смоленск, ул. Кашена, 21","
 214012, г. Смоленск, ул. Кашена, 21 (магазин №5), без ограничений",№ 1561                     Г 679567                            (Б 005242)                      ,24 сентября 2007,по 24 сентября 2012,,,,,,,,
,,,,,"
1561/2 - 21404, г. Смоленск, ул. Кирова, 29 (магазин №28), без ограничений",,,,,22 октября 2010  исключение объекта,,,,,,
,,,,,"                                                                214026, г. Смоленск, ул. Петра Алексеева (магазин №10), без ограничений",,,,,,,,,,,
,,,,,"
1561/4 - 216240, г. Демидов, ул. Коммунистическая, д. 11 (магазин), без ограничений.",,,,,22 октября 2010  исключение объекта,,,,,,
,,,,,"                                                            214013, г. Смоленск, ул. Воробьева, д. 8/8 (магазин с закусочной), без ограничений.",,,,,,,,,,,
,,,,,"
1561/6- 215750, Дорогобужский район, п. Верхнеднепровский, ул. Комсомольская, д. 12 (магазин), без ограничений.",,,,,22 октября 2010  исключение объекта,,,,,,
,,,,,"
 216740, Руднянский район, п. Голынки, ул. Мира, д. 3 (магазин), без ограничений.",,,,,,,,,,,
,,,,,"                                                                   214012, г. Смоленск, ул. Кашена, д. 11-а (магазин), без ограничений",,,,,,,,,,,
,,,,,"                                                                     215810, г. Ярцево, ул. Чернышевского, д. 8 (магазин), без ограничений",,,,,,,,,,,
,,,,,"
1561/10 - 214030, г. Смоленск, ул. Николаева, д. 83 (магазин), без ограничений.",,,,,22 октября 2010  исключение объекта,,,,,,
,,,,,"
214009, г. Смоленск, микрорайон Южный, д. 29-а (магазин), без ограничений.",,,,,,,,,,,
,,,,,"
215110, г. Вязьма, ул. Кронштадская, д. 3 (магазин), без ограничений.",,,,,,,,,,,
,,,,,"
214039, г. Смоленск, ул. В. Гризодубовой, д. 1 (магазин), без ограничений.",,,,,,,,,,,
,,,,,"
215500, г. Сафоново, ул. Советская, д. 56 (магазин), без ограничений.",,,,,,,,,,,
473,"ООО ""Прогресс""",6730037195,1036758303560,"214018, Смоленская область, г. Смоленск, пр-т Гагарина, д. 26, магазин ""Фортуна""","16.05.2005г. 
184/1 - 214004, г. Смоленск, пр-т Гагарина, остановочный комплекс (Физ. институт), до 13 %",№ 1651                                        Г 679672,07апреля 2008         ,07 апреля 2013,,,,,,,,
,,,,,"16.05.2005г. 
184/2 - 214004, г. Смоленск, ул. Кирова, киоск между д. 17 и д. 19, до 13 %",,,,,,,,,,,
,,,,,"16.05.2005г. 
184/3 - 214030, г. Смоленск, ул. Нормандии - Неман, киоск около д. 1, до 13 %",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"16.05.2005г.
184/4 - 214019, г. Смоленск, ул. Трамвайный проезд (Мед. городок) (торговый киоск № 5), до 13 %",,,,,,,,,,,
,,,,,"16.05.2005г. 
184/5 - 214000, г. Смоленск, пр-т Гагарина, остановка ""Современник"", киоск около ""Дома специалистов"", до 13 %",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"16.05.2005г. 
184/6 - 214007, г. Смоленск, ул. Кирова,  киоск около кафе ""Трапеза"", до 13 %",,,,,,,,,,,
,,,,,"16.05.2005г. 
184/7 - 214013, г. Смоленск, киоск на пересечении ул. Черняховского и ул. Воробьева, до 13 %",,,,,,,,,,,
,,,,,"16.05.2005г. 
184/8 - 214004, г. Смоленск, ул. Николаева, д. 19 (киоск), до 13 %",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"16.05.2005г.
184/9 - 214012, г. Смоленск, киоск на пересечении ул. 25-ого Сентября и ул. Рыленкова, до 13 %",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"16.05.2005г.
184/10 - 214007, г. Смоленск, ул. Кирова, д. 43 (киоск), до 13 %",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"16.05.2005г. 
184/11 - 214012, г. Смоленск, ул. Фрунзе, остановка ""Кутузова"" (киоск), до 13 %",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"16.05.2005г. 
184/12 - 214000, г. Смоленск, ул. Докучаева, киоск около кинотеатра (Смена), до 13 %",,,,,,,,,,,
