Реестр  действующих лицензии на розничную продажу алкогольной продукции в  Калининградской области (на 01.10.2012 г.),,,,,,,,,,,,,,,,,,,,,
№ лиц.:,До:,ОПФ:,Лицо:,Адрес:,ИНН:,Район:,Город:,Селение:,Улица:,Дом:,Корпус:,Квартира:,Ориентир,Описание,,,,,,,
39/АЛК/12/83,02/03/2017,ООО,"""Компания Островок""","238520, Калининградская обл., г. Балтийск, ул. Чехова, д. 4-а",3901501978,,г. Балтийск,,ул. Ушакова,д. 33-а,,,,,,,,,,,
39/АЛК/12/148,27/03/2013,ООО,"""Комторг""","238550, Калининградская обл., г. Светлогорск, ул. Ленина, д. 31-а",3912000927,,г. Светлогорск,,ул. Ленина,д. 31-а,,,,,,,,,,,
39/АЛК/12/14,13/01/2015,ООО,"""КОНЖУР""","236000, Калининградская обл., г. Калининград, ул. Косм.Леонова, д. 58",3904005495,,г. Калининград,,ул. Куйбышева,д. 91-91а,кафе,,,литер III из литера А,,,,,,,
39/АЛК/11/656,19/10/2012,ООО,"""Конкурент""","236041, Калининградская обл., г. Калининград, ул. Артиллерийская, д. 69, литер 2",3906235751,,г. Калининград,,ул. Артиллерийская,д. 69,,,,,,,,,,,
39/АЛК/12/541,14/09/2013,ООО,"""Консул""","236040, Калининградская обл., г. Калининград, ул. Черняховского, д. 19",3906120655,,г. Калининград,,ул. Черняховского,д. 19,бар,,,,,,,,,,
39/АЛК/11/745,02/12/2012,ООО,"""Кооператор - 12""","236000, Калининградская обл., г. Калининград, ул. Комсомольская, д. 41",3904061789,,г. Пионерский,,ул. Комсомольская,д. 13,,,,,,,,,,,
39/АЛК/12/375,06/07/2013,ООО,"""Кооператор""","238300, Калининградская обл., г. Гурьевск, ш. Калининградское, д. 3",3917510600,Гурьевский р-н,,п. Матросово,ул. Центральная,д. 33-а,,,,,,,,,,,
39/АЛК/12/193,13/04/2015,ООО,"""Кооператор-восемь""","236000, Калининградская обл., г. Калининград, ул. Комсомольская, д. 41",3904042835,,г. Калининград,,ул. Ст.Серж.Карташова,д. 11,,,,литер Г,,,,,,,
39/АЛК/12/90,06/03/2013,ООО,"""Кооператор-Гвардейский""","238210, Калининградская обл., г. Гвардейск, ул. Гагарина, д. 6",3916009649,,г. Гвардейск,,пл. Победы,д. 13,закусочная,,,,,,,,,,
39/АЛК/12/49,13/02/2017,ООО,"""Кооператор-два""","236000, Калининградская обл., г. Калининград, ул. Комсомольская, д. 41",3904042803,,г. Зеленоградск,,ул. Тургенева,д. 3-а,,,,,,,,,,,
39/АЛК/12/363,29/06/2014,ООО,"""Кооператор-первый""","236000, Калининградская обл., г. Калининград, ул. Комсомольская, д. 41",3904042793,,г. Неман,,ул. Красноармейская,д. 1-а,,,,литер А,,,,,,,
39/АЛК/12/216,27/04/2014,ООО,"""Кооператор-три""","236000, Калининградская обл., г. Калининград, ул. Комсомольская, д. 41",3904042810,,г. Пионерский,,ул. Комсомольская,д. 11-а,кафе,,,,,,,,,,
39/АЛК/12/405,27/07/2013,ООО,"""КОТБУС""","236009, Калининградская обл., г. Калининград, ул. Колхозная, д. 6",3906147199,,г. Калининград,,ул. Колхозная,д. 6,кафе,,,,,,,,,,
39/АЛК/10/24,28/01/2015,ООО,"""Крестьянская изба""","236000, г. Калининград, пр-кт Советский, д. 13",3903017716,,г. Калининград,,пр-кт Советский,д. 13,,,,без ограничения содержания этилового спирта в готовой продукции,,,,,,,
39/АЛК/12/114,16/03/2013,ООО,"""Кречет""","236009, Калининградская обл., г. Калининград, ул. Герцена, д. 30-а",3904078983,,г. Калининград,,ул. Герцена,д. 30-а,,,,литера I из литера А,,,,,,,
39/АЛК/11/371,03/06/2016,ООО,"""Кристалл""","238310, Калининградская обл., Гурьевский р-н, п. Васильково, ул. Шатурская, д. 57",3917027785,Гурьевский р-н,,п. Васильково,ул. Шатурская,д. 10,,,,,,,,,,,
39/АЛК/09/680,29/10/2014,ООО,"""КРОКУС""","238700, Калининградская обл., г. Советск, ул. Января 9, д. 11-а",3911012260,,г. Советск,,ул. Января 9,д. 11-а,,,,без ограничения содержания этилового спирта в готовой продукции,,,,,,,
39/АЛК/11/605,02/09/2016,ООО,"""КУЛИНАР""","236011, Калининградская обл., г. Калининград, ул. Машиностроительная, д.60",3907001474,,г. Калининград,,ул. Машиностроительная,д. 60,,,,кафетерий,,,,,,,
39/АЛК/12/291,31/05/2013,ООО,"""Купец""","238550, Калининградская обл., г. Светлогорск, п. Зори, д. 4, кв. 1",3912500060,,г. Светлогорск,,ул. Пионерская,д. 22,,,,,,,,,,,
39/АЛК/12/476,21/08/2013,ООО,"""Купец""","236034, Калининградская обл., г. Калининград, ул. Емельянова, д. 253",3906255412,,г. Калининград,,ул. Емельянова,д. 253,,,,литер I из лит.А,,,,,,,
39/АЛК/08/52,27/02/2013,ООО,"""КУПЕЦ-продторг""","238100, Калининградская обл., г. Черняховск, ул. Комсомольская, д. 14-а",3914013382,,г. Черняховск,,ул. Комсомольская,д. 14,,,,,,,,,,,
39/АЛК/12/549,19/09/2014,ООО,"""Кури бамбук""","236000, Калининградская обл., г. Калининград, ул. Мусоргского, д. 10",3904607161,,г. Калининград,,ул. Мусоргского,д. 10,кафе,,,"помещения 1, 2, 3, 4, 16, 21 из лит.Б в литере I",,,,,,,
39/АЛК/11/701,02/11/2016,ООО,"""Лавка Бахуса""","236034, Калининградская обл., г. Калининград, пер. Ржевский-2, д. 20",3907209585,,г. Светлый,,ул. Советская,д. 6,,,,помещение 1 из А,,,,,,,
39/АЛК/09/674,29/10/2012,ООО,"""ЛАГУНА""","238550, Калининградская обл., г. Светлогорск, ул. Токарева, д. 15, кв. 2",3912012023,,г. Светлогорск,п. Отрадное,пр-кт Калининградский,д. 78-б,,,,без ограничения содержания этилового спирта в готовой продукции,,,,,,,
39/АЛК/10/352,17/09/2013,ООО,"""Лада-Плюс""","238520, Калининградская обл., г. Балтийск, ул. Боткина, д. 2-а",3901500702,,г. Балтийск,,ул. Боткина,д. 2-а,,,,литер Г,,,,,,,
39/АЛК/08/239,16/07/2013,ООО,"""Лазурная бухта""","236000, Калининградская обл., г. Калининград, пр-кт Советский, д. 19-а",3904047865,,г. Калининград,,пр-кт Советский,д. 19-а,,,,без ограничения содержания этилового спирта в готовой продукции,,,,,,,
39/АЛК/07/408,24/12/2012,ООО,"""Лазурное сияние""","238520, Калининградская обл., г. Балтийск, ул. Романова, д. 14, кв. 2",3901009653,,г. Балтийск,,б-р Морской,д. 6,,,,"кафе ""Морской волк""",,,,,,,
39/АЛК/11/584,19/08/2013,ООО,"""Лайт""","238560, Калининградская обл., г. Светлогорск, пр. Калининградский, д. 68-д",3912012143,,г. Светлогорск,,пр. Калининградский,д. 68-д,бар,,,,,,,,,,
